url,page_type,clicks,impressions,ctr,avg_position,primary_query,secondary_queries,opportunity_class,current_problem,recommended_action,estimated_click_uplift,estimated_business_value,priority,owner
https://www.biyapay.com/en/blogdetail/1023-iban-and-aba-routing-number-a-comparison-and-usage,blogdetail,26,5619,0.46,9.71,is iban same as routing number,aba vs iban | iban vs aba,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,58,medium,P1,SEO + Content + Product
https://www.biyapay.com/zh/blogdetail/878-analysis-of-cash-apps-sending-limits-how,blogdetail,8,2199,0.36,3.19,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,58,medium,P1,SEO + Content + Product
https://www.biyapay.com/blogdetail/792-post-how-to-add-a-gift-card-to-venmo-a-complet,blogdetail,7,2175,0.32,4.75,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,58,medium,P1,SEO + Content + Product
https://www.biyapay.com/blogdetail/1596-post-hong-kong-credit-card-offers-comparison,blogdetail,2,3907,0.05,7.69,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,57,medium,P1,SEO + Content + Product
https://www.biyapay.com/compare/best-USD-PHP-exchange-rates?amount=1500,compare,1,3880,0.03,9.0,1500 usd to php,,A_fast_ctr_uplift,Template page has search visibility but weak click capture and likely weak intent match,"Rewrite title/meta, add clear comparison summary, strengthen first-screen data and related links",57,high,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2857-best-us-futures-trading-platforms-brokers-for-2026,blogdetail,0,3775,0.0,9.21,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,57,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/884-how-much-are-the-transfer-fees-for-apple,blogdetail,6,4145,0.14,8.23,apple pay fees,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,56,medium,P1,SEO + Content + Product
https://www.biyapay.com/zh/blogdetail/1735-futu-account-opening-guide-master-all-ke,blogdetail,28,5501,0.51,8.19,富途牛牛開戶,富途牛牛開戶流程 | 富途香港开户,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,55,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2519-how-to-use-upro-stock-for-aggressive-growth-with-3,blogdetail,11,4382,0.25,6.16,upro,upro stock,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,55,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/converter/AED-PKR-converter,converter,1,3748,0.03,9.45,,,A_fast_ctr_uplift,Template page has search visibility but weak click capture and likely weak intent match,"Rewrite title/meta, add rate summary, fee/amount context, FAQ, and currency-grid internal links",55,high,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2305-what-buyers-should-know-about-wise-accounts-scam-i,blogdetail,8,4156,0.19,8.02,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,54,medium,P1,SEO + Content + Product
https://www.biyapay.com/blogDetail/688-post-understand-the-maximum-limit-of-western-u,blogdetail,7,3987,0.18,7.59,western union transfer limit,western union limit | how much money can i send through western union,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,53,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/converter/PKR-PKR-converter,converter,2,3697,0.05,9.8,,,A_fast_ctr_uplift,Template page has search visibility but weak click capture and likely weak intent match,"Rewrite title/meta, add rate summary, fee/amount context, FAQ, and currency-grid internal links",53,high,P1,SEO + Content + Product
https://www.biyapay.com/compare/best-THB-GBP-exchange-rates?amount=1500,compare,0,3541,0.0,6.87,,,A_fast_ctr_uplift,Template page has search visibility but weak click capture and likely weak intent match,"Rewrite title/meta, add clear comparison summary, strengthen first-screen data and related links",53,high,P1,SEO + Content + Product
https://www.biyapay.com/compare/best-USD-VND-exchange-rates?amount=3000,compare,0,3523,0.0,7.57,,,A_fast_ctr_uplift,Template page has search visibility but weak click capture and likely weak intent match,"Rewrite title/meta, add clear comparison summary, strengthen first-screen data and related links",53,high,P1,SEO + Content + Product
https://www.biyapay.com/zh/blogdetail/3049-2025-latest-us-stock-account-opening-tutorial-comp,blogdetail,5,1931,0.26,4.95,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,53,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/3209-how-to-choose-a-hong-kong-stock-trading-app-compre,blogdetail,1,3458,0.03,7.28,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,51,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/626-cash-app-currency-conversion-how-to-remit-money-fr,blogdetail,10,4007,0.25,9.51,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,50,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/2286-zelle-vs-venmo-a-side-by-side-comparison-for-2025,blogdetail,4,3633,0.11,5.56,is zelle safer than venmo? summarize zelle's pros and cons,zelle vs venmo fees,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,50,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/1785-comparison-of-us-stock-trading-hours-and-asian-maj,blogdetail,2,3465,0.06,7.76,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,50,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/847-can-you-transfer-money-internationally-with-venmo,blogdetail,0,3357,0.0,8.18,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,50,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/1631-standard-chartered-mobile-app-login-password-and-s,blogdetail,8,3793,0.21,7.44,standard chartered forgot username and password,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,49,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/3559-recommended-overseas-virtual-credit-card-platforms,blogdetail,3,3489,0.09,5.72,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,49,medium,P1,SEO + Content + Product
https://www.biyapay.com/blogdetail/3143-annual-review-best-performing-us-stock-etfs-in-202,blogdetail,0,3273,0.0,7.85,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,49,medium,P1,SEO + Content + Product
https://www.biyapay.com/blogdetail/939-does-moneygram-accept-credit-cards-usage-guide-and,blogdetail,6,1843,0.33,4.71,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,49,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/781-how-to-transfer-the-balance-of-google-pla,blogdetail,55,6843,0.8,8.52,google play balance transfer,google play balance | transfer google play balance to google pay,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,48,medium,P1,SEO + Content + Product
https://www.biyapay.com/blogdetail/895-can-western-union-accept-credit-cards-usage-guide,blogdetail,5,3558,0.14,7.65,can you use a credit card to send a western union,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,48,medium,P1,SEO + Content + Product
https://www.biyapay.com/zh/blogdetail/195-crossborder-remittances-a-stepbystep-guide-to-regi,blogdetail,26,4888,0.53,8.06,如何使用wise,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,47,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/358-can-a-us-phone-number-register-for-alipay,blogdetail,16,4172,0.38,8.47,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,47,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/3849-how-to-pay-for-claude-max-subscription-requirement,blogdetail,13,4012,0.32,7.65,,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,47,medium,P1,SEO + Content + Product
https://www.biyapay.com/en/blogdetail/1969-everything-you-need-to-know-to-open-a-chase-bank-a,blogdetail,3,3347,0.09,9.81,open my chase account,,A_fast_ctr_uplift,High-impression blog page with weak SERP click-through or weak commercial handoff,Improve title/snippet and add stronger product handoff modules and related-tool internal links,47,medium,P1,SEO + Content + Product
