hostname,landing_page,country,device_category,browser,operating_system,sessions,active_users,engaged_sessions,average_session_duration,key_events,suspected_type,evidence,recommendation
invest.biyapay.com,/zh,Hong Kong,desktop,Chrome,Windows,45,42,45,251.38,2.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/zh/blogdetail/2826-2025-latest-edition-nasdaq-100-index-constituents,United States,desktop,Chrome,Windows,45,45,0,1.79,78.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3030-2026-us-stock-market-holidays-calendar-dont-miss-a,United States,desktop,Chrome,Windows,45,45,0,1.56,84.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3233-comprehensive-us-tax-filing-guide-master-federal-a,Singapore,desktop,Chrome,Windows,45,45,0,0.9,88.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3321-aba-numbers-vs-account-numbers-whats-the-differenc,Singapore,desktop,Chrome,Windows,45,45,0,0.51,90.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
active.biyagl.com,(not set),Hong Kong,desktop,Chrome,Windows,44,31,0,0.02,45.0,F_non_core_or_suspicious_host,Non-core hostname appearing in Direct,Review host ownership and exclude from clean acquisition reporting until explained
invest.biyapay.com,/en,Hong Kong,desktop,Chrome,Windows,44,34,42,431.04,3.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
signup.biyapay.com,(not set),Canada,mobile,Safari (in-app),iOS,44,23,5,19.94,67.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
signup.biyapay.com,(not set),United States,desktop,Edge,Windows,44,40,14,85.6,83.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
www.biyapay.com,/zh/announcement/3-biyapay-updates/1036-biyapay-perpetual-contract-trial-funds-user-guide),China,mobile,Safari,iOS,44,37,12,145.78,76.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2948-how-to-buy-futu-stock-stepbystep-guide-to-choosing,Singapore,desktop,Chrome,Windows,44,44,0,0.84,88.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/719-how-much-is-the-transfer-limit-of-banks-i,Singapore,desktop,Chrome,Windows,44,44,0,0.97,88.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
active.biyagl.com,/en?id=15,Bangladesh,mobile,Chrome,Android,43,35,10,48.69,77.0,F_non_core_or_suspicious_host,Non-core hostname appearing in Direct,Review host ownership and exclude from clean acquisition reporting until explained
invest.biyapay.com,/en/404,Bangladesh,desktop,Chrome,Windows,43,43,3,0.35,80.0,F_broken_route_or_invalid_entry,404 page ranking in Direct top entries,"Audit broken links, redirects, and app/webview routing"
invest.biyapay.com,/en/404,Philippines,desktop,Chrome,Windows,43,43,0,0.61,86.0,F_broken_route_or_invalid_entry,404 page ranking in Direct top entries,"Audit broken links, redirects, and app/webview routing"
signup.biyapay.com,(not set),Malaysia,mobile,Safari (in-app),iOS,43,35,5,13.24,78.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
www.biyapay.com,/en,Taiwan,desktop,Chrome,Windows,43,31,33,312.4,63.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/zh/blogdetail/3135-do-you-need-to-stay-up-late-to-trade-us-stocks-one,United States,desktop,Chrome,Windows,43,43,0,2.18,76.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3309-upgrade-your-trading-the-top-realtime-stock-ticker,United States,desktop,Chrome,Windows,43,43,0,1.99,78.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
invest.biyapay.com,/en,Indonesia,mobile,Chrome,Android,42,36,42,185.12,1.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
localhost,/en,China,desktop,Chrome,Windows,42,29,32,1099.86,47.0,E_test_or_preprod_pollution,Non-production hostname in Direct,Exclude from growth reporting and separate environments
signup.biyapay.com,(not set),Indonesia,desktop,Chrome,Linux,42,30,19,121.51,55.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
signup.biyapay.com,(not set),Indonesia,mobile,Chrome,iOS,42,34,2,8.78,72.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
www.biyapay.com,/zh/blogdetail/2564-how-to-transfer-money-with-panda-remit-is-panda-re,United States,desktop,Chrome,Windows,42,42,1,1.69,70.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3276-the-ultimate-list-of-free-stock-price-websites-for,Germany,desktop,Chrome,Windows,42,42,1,2.47,78.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/757-biyapay-global-multiasset-trading-wallet,Singapore,desktop,Chrome,Windows,42,42,0,0.54,84.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
signup.biyapay.com,(not set),Indonesia,mobile,Safari (in-app),iOS,41,33,7,44.69,74.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
signup.biyapay.com,(not set),Singapore,mobile,Safari,iOS,41,33,9,47.55,66.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
signup.biyapay.com,/download,Japan,mobile,Safari,iOS,41,34,38,108.72,111.0,C_app_or_download_return_flow,Download/app path treated as Direct landing,Separate app return traffic from acquisition and inspect deep-link flow
www.biyapay.com,/zh/blogdetail/1113-post-how-to-choose-an-options-strategy-a-in-d,Singapore,desktop,Chrome,Windows,41,41,0,1.27,80.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2891-tencent-adr-tcehy-vs-hong-kong-shares-00700-whats,Hong Kong,desktop,Chrome,Windows,41,41,0,1.83,72.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3030-2026-us-stock-market-holidays-calendar-dont-miss-a,Singapore,desktop,Chrome,Windows,41,41,2,2.28,78.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3904-spacex-ipo-latest-progress-listing-date-ticker-val,China,desktop,Chrome,Windows,41,41,4,3.55,82.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
signup.biyapay.com,/download,Indonesia,desktop,Chrome,Linux,40,32,40,97.41,38.0,C_app_or_download_return_flow,Download/app path treated as Direct landing,Separate app return traffic from acquisition and inspect deep-link flow
signup.biyapay.com,/download,Singapore,mobile,Chrome,Android,40,34,38,267.79,96.0,C_app_or_download_return_flow,Download/app path treated as Direct landing,Separate app return traffic from acquisition and inspect deep-link flow
www.biyapay.com,/en/help/2-post-My-Account/361-post-How-to-cont?page=1&type=119&index=1%29,China,mobile,Safari,iOS,40,29,10,44.01,65.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/iban,Cambodia,desktop,Chrome,Windows,40,4,39,119.07,41.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2572-wechat-realname-authentication-how-overseas-users,China,desktop,Chrome,Windows,40,40,12,24.54,80.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3050-best-free-realtime-us-stock-quote-websites-besides,Japan,desktop,Chrome,Windows,40,40,0,2.14,76.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3241-ultimate-guide-to-registering-wechat-solving-all-c,Vietnam,desktop,Chrome,Windows,40,40,1,1.2,62.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3255-what-do-you-need-to-prepare-to-open-a-charles-schw,China,desktop,Chrome,Windows,40,40,3,6.29,80.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
signup.biyapay.com,/fastreg,China,mobile,Chrome,Android,39,38,28,215.61,96.0,B_cross_domain_or_signup_attribution_loss,Signup domain in Direct,"Keep for funnel analysis, exclude from SEO landing growth views"
www.biyapay.com,/zh/blogdetail/2074-how-to-prepare-and-ship-your-package-to-japan,Singapore,desktop,Chrome,Windows,39,39,0,2.39,68.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2958-sp-500-etf-showdown-spy-vs-voo-vs-ivv-which-one-wi,United States,desktop,Chrome,Windows,39,39,1,1.36,62.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3121-us-stock-market-hours-during-daylight-saving-time,Japan,desktop,Chrome,Windows,39,39,0,1.83,66.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
signup.biyapay.com,/fastreg?invite=42951551,Indonesia,mobile,Chrome,Android,38,32,29,109.09,89.0,B_cross_domain_or_signup_attribution_loss,Signup domain in Direct,"Keep for funnel analysis, exclude from SEO landing growth views"
www.biyapay.com,/en,Nigeria,mobile,Safari,iOS,38,33,20,202.14,76.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/en,United States,mobile,Chrome,Android,38,36,23,156.56,74.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/en/blogdetail/1279-a-comprehensive-analysis-of-the-pe-ratio,Vietnam,desktop,Chrome,Windows,38,38,0,2.31,76.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3012-beginners-guide-what-to-do-when-a-stock-hits-limit,Singapore,desktop,Chrome,Windows,38,38,0,1.07,76.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3018-2026-us-stock-market-holiday-calendar-released-eas,Hong Kong,desktop,Chrome,Windows,38,38,1,2.65,66.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3109-2025-tested-effective-complete-steps-for-convertin,China,mobile,Android Webview,Android,38,37,8,157.54,75.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3146-master-us-stock-trading-hours-in-one-article-never,United States,desktop,Chrome,Windows,38,38,0,2.4,58.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
signup.biyapay.com,/download,China,desktop,Edge,Windows,37,29,36,494.58,107.0,C_app_or_download_return_flow,Download/app path treated as Direct landing,Separate app return traffic from acquisition and inspect deep-link flow
www.biyapay.com,(not set),China,desktop,Chrome,Macintosh,37,25,0,0.18,36.0,G_measurement_gap,Landing page not set,Audit tagging and route measurement
www.biyapay.com,/en,India,desktop,Chrome,Macintosh,37,26,21,125.53,63.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/en/help/96-post-payee-remittance/187-post-How-long-do?page=1&type=96&index=0,China,mobile,Safari (in-app),iOS,37,33,12,58.81,70.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh,Singapore,desktop,Chrome,Windows,37,32,15,176.17,57.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/zh/assets/authentication/validation-process?type=id,China,desktop,Chrome,Windows,37,23,32,498.34,36.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2656-from-metamask-to-binance-best-platforms-for-usdt-i,Singapore,desktop,Chrome,Windows,37,37,0,0.16,74.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2987-hong-kong-stock-market-trading-hours-guide-2025-ho,China,desktop,Chrome,Windows,37,37,3,3.74,74.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2987-hong-kong-stock-market-trading-hours-guide-2025-ho,Japan,desktop,Chrome,Windows,37,37,4,2.65,70.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2992-2025-hong-kong-stock-market-opening-hours-full-gui,Hong Kong,desktop,Chrome,Windows,37,37,0,2.07,70.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3030-2026-us-stock-market-holidays-calendar-dont-miss-a,China,desktop,Chrome,Windows,37,37,14,7.04,74.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/login,China,mobile,Chrome,Android,37,31,25,208.03,55.0,D_login_or_signup_return_flow,Auth page treated as Direct landing,Separate lifecycle traffic from acquisition and inspect cross-domain/session continuity
www.biyapay.com,/zh/swift/detail/ABOCKRSE,China,desktop,Chrome,Windows,37,37,14,7.41,74.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
active.biyagl.com,/zh?id=6&height=44&language=zh-cn,Japan,mobile,Safari (in-app),iOS,36,26,17,278.81,57.0,F_non_core_or_suspicious_host,Non-core hostname appearing in Direct,Review host ownership and exclude from clean acquisition reporting until explained
invest.biyapay.com,/zh/assets?accountType=2,Thailand,desktop,Chrome,Windows,36,1,31,700.09,37.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
signup.biyapay.com,(not set),Malaysia,mobile,Android Webview,Android,36,19,7,7.83,55.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
signup.biyapay.com,/download,China,desktop,Chrome,Linux,36,25,36,242.36,81.0,C_app_or_download_return_flow,Download/app path treated as Direct landing,Separate app return traffic from acquisition and inspect deep-link flow
signup.biyapay.com,/fastreg?invite=35884472,Bangladesh,mobile,Chrome,Android,36,27,34,125.44,80.0,B_cross_domain_or_signup_attribution_loss,Signup domain in Direct,"Keep for funnel analysis, exclude from SEO landing growth views"
www.biyapay.com,/zh/about,United States,desktop,Chrome,Macintosh,36,36,0,0.51,72.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2846-dont-waste-your-time-the-most-complete-20252026-us,Germany,desktop,Chrome,Windows,36,36,3,3.43,56.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3241-ultimate-guide-to-registering-wechat-solving-all-c,Germany,desktop,Chrome,Windows,36,36,0,1.97,60.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3241-ultimate-guide-to-registering-wechat-solving-all-c,Japan,desktop,Chrome,Windows,36,36,1,7.88,64.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
invest.biyapay.com,/zh/spot/doge-usd,Hong Kong,desktop,Chrome,Macintosh,35,1,4,16.68,35.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
localhost,/en,Singapore,desktop,Chrome,Windows,35,24,32,1322.33,51.0,E_test_or_preprod_pollution,Non-production hostname in Direct,Exclude from growth reporting and separate environments
news.biyapay.com,/news,China,desktop,Chrome,Windows,35,35,7,78.52,66.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
signup.biyapay.com,(not set),China,mobile,Samsung Internet,Android,35,21,13,122.99,49.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
signup.biyapay.com,/download,China,mobile,Samsung Internet,Android,35,24,29,101.7,89.0,C_app_or_download_return_flow,Download/app path treated as Direct landing,Separate app return traffic from acquisition and inspect deep-link flow
www.biyapay.com,/en/announcement/755-post-Industry-information/755-post-Top-20-Star?page=1&index=2,Singapore,desktop,Chrome,Windows,35,35,0,0.0,70.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/blogdetail/2891-tencent-adr-tcehy-vs-hong-kong-shares-00700-whats,Singapore,desktop,Chrome,Windows,35,35,0,0.95,66.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/login,Bangladesh,desktop,Chrome,Linux,35,31,33,263.08,17.0,D_login_or_signup_return_flow,Auth page treated as Direct landing,Separate lifecycle traffic from acquisition and inspect cross-domain/session continuity
www.biyapay.com,/zh/blogdetail/2074-how-to-prepare-and-ship-your-package-to-japan,Hong Kong,desktop,Chrome,Windows,35,35,1,2.66,60.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2737-mustknow-for-large-remittances-to-family-full-anal,China,desktop,Chrome,Windows,35,35,0,1.42,70.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3010-china-ashare-beginners-guide-master-market-hours-a,Brazil,desktop,Chrome,Windows,35,35,0,1.57,48.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3030-2026-us-stock-market-holidays-calendar-dont-miss-a,Vietnam,desktop,Chrome,Windows,35,35,0,1.74,48.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3031-2026-ultimate-guide-to-opening-a-us-stock-account,Singapore,desktop,Chrome,Windows,35,35,0,1.29,64.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3189-how-to-choose-a-us-stock-trading-platform-2025-low,Singapore,desktop,Chrome,Windows,35,35,0,1.79,56.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3309-upgrade-your-trading-the-top-realtime-stock-ticker,China,desktop,Chrome,Windows,35,35,0,2.43,68.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/swift/detail/ABOCCNBJ,China,desktop,Chrome,Windows,35,35,9,5.09,70.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
invest.biyapay.com,/en,China,mobile,Chrome,Android,34,32,31,196.58,8.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
invest.biyapay.com,/en/futures/CL2605,United States,desktop,Chrome,Linux,34,34,0,1.15,68.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
invest.biyapay.com,/zh/register,Hong Kong,desktop,Chrome,Windows,34,34,28,599.49,80.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
signup.biyapay.com,(not set),Vietnam,mobile,Android Webview,Android,34,9,10,13.37,42.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
www.biyapay.com,/en,China,desktop,Safari,Macintosh,34,27,24,937.72,57.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/en/blogdetail/3266-how-mainland-chinese-can-apply-for-a-hong-kong-ban,China,desktop,Chrome,Windows,34,34,0,1.08,68.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/1977-a-complete-guide-to-the-cost-of-living-in-malaysia,United States,desktop,Chrome,Windows,34,34,0,2.62,58.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2987-hong-kong-stock-market-trading-hours-guide-2025-ho,Singapore,desktop,Chrome,Windows,34,34,0,2.84,60.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3071-what-is-premarket-and-afterhours-trading-in-us-sto,Vietnam,desktop,Chrome,Windows,34,34,1,1.72,60.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3276-the-ultimate-list-of-free-stock-price-websites-for,Japan,desktop,Chrome,Windows,34,34,0,2.71,66.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/login,United States,desktop,Chrome,Windows,34,22,28,345.2,42.0,D_login_or_signup_return_flow,Auth page treated as Direct landing,Separate lifecycle traffic from acquisition and inspect cross-domain/session continuity
www.biyapay.com,/zh/stock/00700,China,desktop,Chrome,Windows,34,34,0,1.73,68.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapays.com,/,United States,mobile,Safari,iOS,34,33,19,89.53,68.0,F_non_core_or_suspicious_host,Non-core hostname appearing in Direct,Review host ownership and exclude from clean acquisition reporting until explained
invest.biyapay.com,/en/login,China,desktop,Chrome,Windows,33,32,30,526.08,5.0,D_login_or_signup_return_flow,Auth page treated as Direct landing,Separate lifecycle traffic from acquisition and inspect cross-domain/session continuity
signup.biyapay.com,(not set),United Kingdom,mobile,Safari (in-app),iOS,33,25,5,13.36,57.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
www.biyapay.com,/en/assets?accountType=0,Indonesia,desktop,Chrome,Linux,33,10,24,144.64,36.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/blogdetail/2572-wechat-realname-authentication-how-overseas-users,China,desktop,Chrome,Windows,33,33,0,1.64,66.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/blogdetail/2891-tencent-adr-tcehy-vs-hong-kong-shares-00700-whats,China,desktop,Chrome,Windows,33,33,1,2.06,66.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/blogdetail/2891-tencent-adr-tcehy-vs-hong-kong-shares-00700-whats,Vietnam,desktop,Chrome,Windows,33,33,1,1.72,56.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/blogdetail/3030-2026-us-stock-market-holidays-calendar-dont-miss-a,Singapore,desktop,Chrome,Windows,33,33,0,0.36,66.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/login,China,desktop,Edge,Windows,33,33,29,476.45,65.0,D_login_or_signup_return_flow,Auth page treated as Direct landing,Separate lifecycle traffic from acquisition and inspect cross-domain/session continuity
www.biyapay.com,/en/stock/FAST,Singapore,desktop,Chrome,Windows,33,33,0,0.31,66.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh,Hong Kong,desktop,Chrome,Macintosh,33,13,29,301.43,32.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/zh/assets?accountType=0,China,desktop,Chrome,Windows,33,13,28,506.44,30.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/1271-your-hedging-tool-master-the-correct-way-of-gold-i,United States,desktop,Chrome,Windows,33,33,1,2.71,46.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2362-futu-securities-vs-tiger-brokers-a-comparison-of-u,China,desktop,Chrome,Windows,33,33,6,4.02,66.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2591-what-is-the-currency-of-benin-exchange-rates-denom,Singapore,desktop,Chrome,Windows,33,33,0,0.42,64.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2826-2025-latest-edition-nasdaq-100-index-constituents,Singapore,desktop,Chrome,Windows,33,33,0,0.99,60.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2953-nasdaq-100-vs-sp-500-from-components-to-future-out,China,desktop,Chrome,Windows,33,33,0,2.4,66.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/2987-hong-kong-stock-market-trading-hours-guide-2025-ho,Hong Kong,desktop,Chrome,Windows,33,33,2,3.68,52.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3018-2026-us-stock-market-holiday-calendar-released-eas,United States,desktop,Chrome,Windows,33,33,0,2.12,58.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/3031-2026-ultimate-guide-to-opening-a-us-stock-account,Japan,desktop,Chrome,Windows,33,33,0,1.96,60.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/zh/blogdetail/757-biyapay-global-multiasset-trading-wallet,China,desktop,Chrome,Windows,33,33,0,2.29,66.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
active.biyagl.com,/en?id=14,Indonesia,mobile,Chrome,Android,32,23,11,71.9,56.0,F_non_core_or_suspicious_host,Non-core hostname appearing in Direct,Review host ownership and exclude from clean acquisition reporting until explained
active.biyagl.com,/zh?id=15&height=44&language=zh-cn,Hong Kong,mobile,Safari (in-app),iOS,32,24,7,58.96,53.0,F_non_core_or_suspicious_host,Non-core hostname appearing in Direct,Review host ownership and exclude from clean acquisition reporting until explained
active.biyagl.com,/zh?id=7&language=zh-cn&height=80&uuid=2ac9f1ce6b7ee30b786019a24aebbd2aa&source_page=from_home_banner,China,mobile,Android Webview,Android,32,1,27,340.82,33.0,F_non_core_or_suspicious_host,Non-core hostname appearing in Direct,Review host ownership and exclude from clean acquisition reporting until explained
localhost,/zh/us-stock/aapl?tabType=option,United States,desktop,Chrome,Windows,32,1,26,1610.62,59.0,E_test_or_preprod_pollution,Non-production hostname in Direct,Exclude from growth reporting and separate environments
signup.biyapay.com,(not set),China,tablet,Android Webview,Android,32,20,6,28.22,52.0,B_cross_domain_or_signup_attribution_loss,Signup domain with not set landing,Audit signup flow attribution and landing-page measurement
www.biyapay.com,(not set),Japan,desktop,Chrome,Windows,32,21,0,0.07,32.0,G_measurement_gap,Landing page not set,Audit tagging and route measurement
www.biyapay.com,/en,Russia,desktop,Chrome,Macintosh,32,32,32,70.13,64.0,A_probable_true_direct_or_brand,Core homepage or language home direct entry,Keep in clean reporting and monitor brand/direct share
www.biyapay.com,/en/blogdetail/3255-what-do-you-need-to-prepare-to-open-a-charles-schw,China,desktop,Chrome,Windows,32,32,0,1.81,64.0,G_needs_manual_review,Needs manual review,Inspect with referrer/session source and logs before final classification
www.biyapay.com,/en/download,China,mobile,Edge,Android,32,27,11,86.54,55.0,C_app_or_download_return_flow,Download/app path treated as Direct landing,Separate app return traffic from acquisition and inspect deep-link flow
